"Order","Level","Ref","Parent","Code","Parent","Description_NL","Unit","Description_unit_NL"
"2212273","5","730621000080","730621000010","7306 21 00",,"-- gelast, van roestvrij staal","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212274","5","730629000080","730621000010","7306 29 00",,"-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212275","4","730630000080","730600000080","7306 30","7306","- andere, gelast, met rond profiel, van ijzer of van niet-gelegeerd staal",,
"2212276","5","730630110010","730630000080",,"7306 30","-- precisiebuizen, met een wanddikte",,
"2212277","6","730630110080","730630110010","7306 30 11",,"--- van niet meer dan 2 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212278","6","730630190080","730630110010","7306 30 19",,"--- van meer dan 2 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212279","5","730630410010","730630000080",,"7306 30","-- andere",,
"2212280","6","730630410020","730630410010",,,"--- buizen met schroefdraad of van schroefdraad te voorzien (zogenaamde gasbuizen)",,
"2212281","7","730630410080","730630410020","7306 30 41",,"---- verzinkt","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212282","7","730630490080","730630410020","7306 30 49",,"---- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212283","6","730630720010","730630410010",,,"--- andere, met een uitwendige diameter",,
"2212284","7","730630720020","730630720010",,,"---- van niet meer dan 168,3 mm",,
"2212285","8","730630720080","730630720020","7306 30 72",,"----- verzinkt","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212286","8","730630770080","730630720020","7306 30 77",,"----- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212287","7","730630800080","730630720010","7306 30 80",,"---- van meer dan 168,3 doch niet meer dan 406,4 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212288","4","730640000080","730600000080","7306 40","7306","- andere, gelast, met rond profiel, van roestvrij staal",,
"2212289","5","730640200080","730640000080","7306 40 20","7306 40","-- koud getrokken of koud gewalst","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212290","5","730640800080","730640000080","7306 40 80","7306 40","-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212291","4","730650000080","730600000080","7306 50","7306","- andere, gelast, met rond profiel, van ander gelegeerd staal",,
"2212292","5","730650200080","730650000080","7306 50 20","7306 50","-- precisiebuizen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212293","5","730650800080","730650000080","7306 50 80","7306 50","-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212294","4","730661000010","730600000080",,"7306","- andere, gelast, ander dan met rond profiel",,
"2212295","5","730661000080","730661000010","7306 61",,"-- met vierkant of rechthoekig profiel",,
"2212296","6","730661100080","730661000080","7306 61 10","7306 61","--- van roestvrij staal","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212297","6","730661920010","730661000080",,"7306 61","--- andere",,
"2212298","7","730661920080","730661920010","7306 61 92",,"---- met een wanddikte van niet meer dan 2 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212299","7","730661990080","730661920010","7306 61 99",,"---- met een wanddikte van meer dan 2 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212300","5","730669000080","730661000010","7306 69",,"-- met ander profiel",,
"2212301","6","730669100080","730669000080","7306 69 10","7306 69","--- van roestvrij staal","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212302","6","730669900080","730669000080","7306 69 90","7306 69","--- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212303","4","730690000080","730600000080","7306 90 00","7306","- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212304","3","730700000080","730021000090","7307","73","Hulpstukken (fittings) voor buisleidingen (bijvoorbeeld verbindingsstukken, ellebogen, moffen), van gietijzer, van ijzer of van staal",,
"2212305","4","730711000010","730700000080",,"7307","- gegoten",,
"2212306","5","730711000080","730711000010","7307 11",,"-- van niet-smeedbaar gietijzer",,
"2212307","6","730711100080","730711000080","7307 11 10","7307 11","--- voor buizen en pijpen, van de soort gebruikt voor drukleidingen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212308","6","730711900080","730711000080","7307 11 90","7307 11","--- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212309","5","730719000080","730711000010","7307 19",,"-- andere",,
"2212310","6","730719100080","730719000080","7307 19 10","7307 19","--- van gietijzer","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212311","6","730719900080","730719000080","7307 19 90","7307 19","--- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212312","4","730721000010","730700000080",,"7307","- andere, van roestvrij staal",,
"2212313","5","730721000080","730721000010","7307 21 00",,"-- flenzen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212314","5","730722000080","730721000010","7307 22",,"-- ellebogen, bochten en moffen, met schroefdraad",,
"2212315","6","730722100080","730722000080","7307 22 10","7307 22","--- moffen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212316","6","730722900080","730722000080","7307 22 90","7307 22","--- ellebogen en bochten","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212317","5","730723000080","730721000010","7307 23",,"-- hulpstukken, door stomplassen te bevestigen",,
"2212318","6","730723100080","730723000080","7307 23 10","7307 23","--- ellebogen en bochten","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212319","6","730723900080","730723000080","7307 23 90","7307 23","--- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212320","5","730729000080","730721000010","7307 29",,"-- andere",,
"2212321","6","730729100080","730729000080","7307 29 10","7307 29","--- met schroefdraad","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212322","6","730729800080","730729000080","7307 29 80","7307 29","--- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212323","4","730791000010","730700000080",,"7307","- andere",,
"2212324","5","730791000080","730791000010","7307 91 00",,"-- flenzen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212325","5","730792000080","730791000010","7307 92",,"-- ellebogen, bochten en moffen, met schroefdraad",,
"2212326","6","730792100080","730792000080","7307 92 10","7307 92","--- moffen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212327","6","730792900080","730792000080","7307 92 90","7307 92","--- ellebogen en bochten","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212328","5","730793000080","730791000010","7307 93",,"-- hulpstukken, door stomplassen te bevestigen",,
"2212329","6","730793110010","730793000080",,"7307 93","--- met een grootste uitwendige diameter van niet meer dan 609,6 mm",,
"2212330","7","730793110080","730793110010","7307 93 11",,"---- ellebogen en bochten","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212331","7","730793190080","730793110010","7307 93 19",,"---- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212332","6","730793910010","730793000080",,"7307 93","--- met een grootste uitwendige diameter van meer dan 609,6 mm",,
"2212333","7","730793910080","730793910010","7307 93 91",,"---- ellebogen en bochten","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212334","7","730793990080","730793910010","7307 93 99",,"---- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212335","5","730799000080","730791000010","7307 99",,"-- andere",,
"2212336","6","730799100080","730799000080","7307 99 10","7307 99","--- met schroefdraad","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212337","6","730799800080","730799000080","7307 99 80","7307 99","--- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212338","3","730800000080","730021000090","7308","73","Constructiewerken en delen van constructiewerken (bijvoorbeeld bruggen, brugdelen, sluisdeuren, vakwerkmasten en andere masten, pijlers, kolommen, kapconstructies, deuren en ramen, alsmede kozijnen daarvoor, drempels, luiken, balustrades), van gietijzer, van ijzer of van staal, andere dan de geprefabriceerde bouwwerken bedoeld bij post 9406; platen, staven, profielen, buizen en dergelijke, van gietijzer, van ijzer of van staal, gereedgemaakt voor gebruik in constructiewerken",,
"2212339","4","730810000080","730800000080","7308 10 00","7308","- bruggen en brugdelen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212340","4","730820000080","730800000080","7308 20 00","7308","- vakwerkmasten en andere masten","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212341","4","730830000080","730800000080","7308 30 00","7308","- deuren en ramen, alsmede kozijnen daarvoor en drempels","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2212342","4","730840000080","730800000080","7308 40 00","7308","- steiger-, bekistings-, steun- en stutmateriaal","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212343","4","730890000080","730800000080","7308 90","7308","- andere",,
"2212344","5","730890510010","730890000080",,"7308 90","-- geheel of hoofdzakelijk bestaande uit platen",,
"2212345","6","730890510080","730890510010","7308 90 51",,"--- gelaagde profielplaten met isolerende tussenlaag","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212346","6","730890590080","730890510010","7308 90 59",,"--- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212347","5","730890980080","730890000080","7308 90 98","7308 90","-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212348","3","730900000080","730021000090","7309 00","73","Reservoirs, voeders, kuipen en dergelijke bergingsmiddelen, voor ongeacht welke goederen (andere dan voor gecomprimeerd of vloeibaar gemaakt gas), van gietijzer, van ijzer of van staal, met een inhoudsruimte van meer dan 300 l, niet voorzien van een mechanische inrichting of van een inrichting om te koelen of te warmen, ook indien inwendig bekleed of voorzien van een warmte-isolerende bekleding",,
"2212349","4","730900100080","730900000080","7309 00 10","7309 00","- voor gassen (andere dan voor gecomprimeerd of vloeibaar gemaakt gas)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212350","4","730900300010","730900000080",,"7309 00","- voor vloeistoffen",,
"2212351","5","730900300080","730900300010","7309 00 30",,"-- inwendig bekleed of voorzien van een warmte-isolerende bekleding","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212352","5","730900510010","730900300010",,,"-- andere, met een inhoudsruimte",,
"2212353","6","730900510080","730900510010","7309 00 51",,"--- van meer dan 100000 l","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212354","6","730900590080","730900510010","7309 00 59",,"--- van niet meer dan 100000 l","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212355","4","730900900080","730900000080","7309 00 90","7309 00","- voor vaste stoffen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212356","3","731000000080","730021000090","7310","73","Reservoirs, fusten, trommels, bussen, blikken en dergelijke bergingsmiddelen, voor ongeacht welke goederen (andere dan voor gecomprimeerd of vloeibaar gemaakt gas), van gietijzer, van ijzer of van staal, met een inhoudsruimte van niet meer dan 300 l, niet voorzien van een mechanische inrichting of van een inrichting om te koelen of te warmen, ook indien inwendig bekleed of voorzien van een warmte-isolerende bekleding",,
"2212357","4","731010000080","731000000080","7310 10 00","7310","- met een inhoudsruimte van 50 l of meer","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212358","4","731021000010","731000000080",,"7310","- met een inhoudsruimte van minder dan 50 l",,
"2212359","5","731021000080","731021000010","7310 21",,"-- blikken die door solderen of door felsen worden gesloten",,
"2212360","6","731021110080","731021000080","7310 21 11","7310 21","--- blikken van de soort gebruikt voor voedingsmiddelen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212361","6","731021190080","731021000080","7310 21 19","7310 21","--- blikken van de soort gebruikt voor dranken","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
