"Order","Level","Ref","Parent","Code","Parent_code","Description","Description_EN","Unit","Description_unit_EN"
"2212589","5","740729000080","740721000010","7407 29 00",,"-- Other","Bars, rods and profiles of copper alloys, n.e.s. (excl. such articles of copper-zinc base alloys ""brass"")","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212590","3","740800000080","740021000090","7408","74","Copper wire","Copper wire (excl. surgical sutures, stranded wire, cables, plaited bands and the like and other articles of heading 7413, electrically insulated wires and strings for musical instruments)",,
"2212591","4","740811000010","740800000080",,"7408","- Of refined copper",,,
"2212592","5","740811000080","740811000010","7408 11 00",,"-- Of which the maximum cross-sectional dimension exceeds 6 mm","Wire of refined copper, with a maximum cross-sectional dimension of > 6 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212593","5","740819000080","740811000010","7408 19",,"-- Other","Wire of refined copper, with a maximum cross-sectional dimension of <= 6 mm",,
"2212594","6","740819100080","740819000080","7408 19 10","7408 19","--- Of which the maximum cross-sectional dimension exceeds 0,5 mm","Wire of refined copper, with a maximum cross-sectional dimension of > 0,5 mm but <= 6 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212595","6","740819900080","740819000080","7408 19 90","7408 19","--- Of which the maximum cross-sectional dimension does not exceed 0,5 mm","Wire of refined copper, with a maximum cross-sectional dimension of <= 0,5 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212596","4","740821000010","740800000080",,"7408","- Of copper alloys",,,
"2212597","5","740821000080","740821000010","7408 21 00",,"-- Of copper-zinc base alloys (brass)","Wire of copper-zinc base alloys ""brass""","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212598","5","740822000080","740821000010","7408 22 00",,"-- Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)","Wire of copper-nickel alloys ""cupro-nickel"" or copper-nickel-zinc alloys ""nickel silver""","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212599","5","740829000080","740821000010","7408 29 00",,"-- Other","Wire of copper alloys (other than copper-zinc alloys [brass], copper-nickel alloys [cupro-nickel] or copper-nickel-zinc alloys [nickel silver])","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212600","3","740900000080","740021000090","7409","74","Copper plates, sheets and strip, of a thickness exceeding 0,15 mm","Plates, sheets and strip, of copper, of a thickness of > 0,15 mm (excl. expanded sheet and strip copper and electrically insulated strip)",,
"2212601","4","740911000010","740900000080",,"7409","- Of refined copper",,,
"2212602","5","740911000080","740911000010","7409 11 00",,"-- In coils","Plates, sheets and strip, of refined copper, in coils, of a thickness of > 0,15 mm (excl. expanded sheet and strip and electrically insulated strip)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212603","5","740919000080","740911000010","7409 19 00",,"-- Other","Plates, sheets and strip, of refined copper, not in coils, of a thickness of > 0,15 mm (excl. expanded sheet and strip and electrically insulated strip)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212604","4","740921000010","740900000080",,"7409","- Of copper-zinc base alloys (brass)",,,
"2212605","5","740921000080","740921000010","7409 21 00",,"-- In coils","Plates, sheets and strip, of copper-zinc base alloys ""brass"", of a thickness of > 0,15 mm, in coils (excl. expanded sheet and strip and electrically insulated strip)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212606","5","740929000080","740921000010","7409 29 00",,"-- Other","Plates, sheets and strip, of copper-zinc base alloys ""brass"", of a thickness of > 0,15 mm, not in coils (excl. expanded sheet and strip and electrically insulated strip)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212607","4","740931000010","740900000080",,"7409","- Of copper-tin base alloys (bronze)",,,
"2212608","5","740931000080","740931000010","7409 31 00",,"-- In coils","Plates, sheets and strip, of copper-tin base alloys ""bronze"", of a thickness of > 0,15 mm, in coils (excl. expanded sheet and strip and electrically insulated strip)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212609","5","740939000080","740931000010","7409 39 00",,"-- Other","Plates, sheets and strip, of copper-tin base alloys ""bronze"", of a thickness of > 0,15 mm, not in coils (excl. expanded sheet and strip and electrically insulated strip)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212610","4","740940000080","740900000080","7409 40 00","7409","- Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)","Plates, sheets and strip, of copper-nickel base alloys ""cupro-nickel"" or copper-nickel-zinc base alloys ""nickel silver"", of a thickness of > 0,15 mm (excl. expanded sheet and strip and electrically insulated strip)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212611","4","740990000080","740900000080","7409 90 00","7409","- Of other copper alloys","Plates, sheets and strip, of copper alloys, of a thickness of > 0,15 mm (excl. copper-zinc base alloys ""brass"", copper-zinc base alloys ""bronze"", copper-nickel base alloys ""cupro-nickel"", copper-nickel-zinc base alloys ""nickel silver"", and expanded sheet and strip and electrically insulated strip)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212612","3","741000000080","740021000090","7410","74","Copper foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0,15 mm","Copper foil ""whether or not printed or backed with paper, paperboard, plastics or similar backing materials"", of a thickness ""excl. any backing"" of <= 0,15 mm (excl. stamping foils of heading 3212, metal yarns and metallised yarns and foil made up as christmas tree decorating material)",,
"2212613","4","741011000010","741000000080",,"7410","- Not backed",,,
"2212614","5","741011000080","741011000010","7410 11 00",,"-- Of refined copper","Refined copper foil, not backed, of a thickness of <= 0,15 mm (excl. stamping foils of heading 3212, metal yarns and metallised yarns and foil made up as christmas tree decorating material)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212615","5","741012000080","741011000010","7410 12 00",,"-- Of copper alloys","Copper alloy foil, not backed, of a thickness of <= 0,15 mm (excl. stamping foils of heading 3212, metal yarns and metallised yarns and foil made up as christmas tree decorating material)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212616","4","741021000010","741000000080",,"7410","- Backed",,,
"2212617","5","741021000080","741021000010","7410 21 00",,"-- Of refined copper","Refined copper foil, backed, of a thickness ""excl. any backing"" of <= 0,15 mm (excl. stamping foils of heading 3212, metal yarns and metallised yarns and foil made up as christmas tree decorating material)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212618","5","741022000080","741021000010","7410 22 00",,"-- Of copper alloys","Copper alloy foil, backed, of a thickness ""excl. any backing"" of <= 0,15 mm (excl. stamping foils of heading 3212, metal yarns and metallised yarns and foil made up as christmas tree decorating material)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212619","3","741100000080","740021000090","7411","74","Copper tubes and pipes","Copper tubes and pipes",,
"2212620","4","741110000080","741100000080","7411 10","7411","- Of refined copper","Tubes and pipes of refined copper",,
"2212621","5","741110100080","741110000080","7411 10 10","7411 10","-- Straight","Tubes and pipes of refined copper, straight","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212622","5","741110900080","741110000080","7411 10 90","7411 10","-- Other","Tubes and pipes of refined copper, in coils or otherwise bent","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212623","4","741121000010","741100000080",,"7411","- Of copper alloys",,,
"2212624","5","741121000080","741121000010","7411 21",,"-- Of copper-zinc base alloys (brass)","Tubes and pipes of copper-zinc base alloys ""brass""",,
"2212625","6","741121100080","741121000080","7411 21 10","7411 21","--- Straight","Tubes and pipes of copper-zinc base alloys ""brass"", straight","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212626","6","741121900080","741121000080","7411 21 90","7411 21","--- Other","Tubes and pipes of copper-zinc base alloys ""brass"", in coils or otherwise bent","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212627","5","741122000080","741121000010","7411 22 00",,"-- Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)","Tubes and pipes of copper-nickel base alloys ""cupro-nickel"" or copper-nickel-zinc base alloys ""nickel silver""","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212628","5","741129000080","741121000010","7411 29 00",,"-- Other","Tubes and pipes of copper alloys (excl. copper-zinc base alloys ""brass"", copper-nickel base alloys ""cupro-nickel"" and copper-nickel-zinc base alloys ""nickel silver"")","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212629","3","741200000080","740021000090","7412","74","Copper tube or pipe fittings (for example, couplings, elbows, sleeves)","Copper tube or pipe fittings ""e.g., couplings, elbows, sleeves""",,
"2212630","4","741210000080","741200000080","7412 10 00","7412","- Of refined copper","Refined copper tube or pipe fittings ""e.g., couplings, elbows, sleeves""","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212631","4","741220000080","741200000080","7412 20 00","7412","- Of copper alloys","Copper alloy tube or pipe fittings ""e.g., couplings, elbows, sleeves""","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212632","3","741300000080","740021000090","7413 00 00","74","Stranded wire, cables, plaited bands and the like, of copper, not electrically insulated","Stranded wire, cables, plaited bands and the like, of copper (excl. electrically insulated products)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212633","3","741500000080","740021000090","7415","74","Nails, tacks, drawing pins, staples (other than those of heading 8305) and similar articles, of copper or of iron or steel with heads of copper; screws, bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers (including spring washers) and similar articles, of copper","Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron or steel and heads of copper, screws, bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers ""incl. spring washers"" and similar articles, of copper (excl. staples in strips, and lag screws, plugs, bungs and the like, threaded)",,
